title,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13
P01 Model A SUNO 4.5.mp3,-252.4767608642578,198.36102294921875,-13.583253860473633,21.70020866394043,24.699594497680664,4.325519561767578,3.985042095184326,4.298305988311768,0.46202710270881653,3.127387046813965,3.248047113418579,2.506788492202759,6.910837650299072
P02 Model B ElevenLabs.mp3,-367.8368835449219,164.90843200683594,34.83061599731445,15.854166984558105,14.846960067749023,0.5072017908096313,-3.701256275177002,-6.8472700119018555,-9.480339050292969,-8.541512489318848,-6.8805155754089355,-8.762598037719727,-11.28721809387207
P03 Model A Suno 4.5.mp3,-287.5855407714844,123.90214538574219,6.735000133514404,11.404577255249023,4.619683742523193,24.21564483642578,-18.32944107055664,27.38404083251953,-2.4929280281066895,-3.432487964630127,5.961972236633301,1.4749418497085571,-19.451946258544922
Prompt 3 v2 SUNO 4.5.mp3,-309.1471252441406,182.3585968017578,41.71925735473633,35.791175842285156,22.514345169067383,8.768119812011719,18.672405242919922,2.140441417694092,-6.378632545471191,11.07710075378418,9.21890640258789,-8.31863021850586,-5.735158443450928
Prompt 3 v3 SUNO 4.5.mp3,-284.1210632324219,168.22157287597656,4.650170803070068,57.93313980102539,35.03278732299805,5.79826545715332,6.719507217407227,1.1046018600463867,14.10788345336914,0.7280031442642212,0.800689160823822,9.838685035705566,3.33182430267334
Prompt 5 v2 (finale) SUNO 4.5.mp3,-470.7663879394531,129.4276885986328,92.2188491821289,55.33970642089844,30.44305992126465,18.009599685668945,13.869967460632324,12.332627296447754,9.55685806274414,6.083294868469238,3.843068838119507,2.6489317417144775,1.1377471685409546
